split_id,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,specent_0,specent_1,specent_2,specent_3,specent_4,specent_5,specent_6,specent_7,specent_8,specent_9,specent_10,specent_11,specent_12,specent_13,specent_14,specent_15,specent_16,specent_17,specent_18,specent_19,specontrast_0,specontrast_1,specontrast_2,specontrast_3,specontrast_4,specontrast_5,specontrast_6,user
U1_182,-118.886475,29.619177,-88.31341,-40.44008,-48.843379999999996,-14.636707000000001,-25.140427,5.66265,-4.3441443,-0.8154538,-1.8143319,-2.677705,1.4341087,2.506582,-0.21723223,7.146229700000001,-5.3412724,2.5674691000000003,-6.730195,-3.2254229,-0.010566205036614118,-0.003979763733515093,0.016437135615396267,0.0012240403214057855,0.008140440647181923,-0.017964259346668676,2520.3107298998816,2468.1585955388364,2478.208656611058,2583.397870680575,2564.180944031795,2404.612843251449,2269.934725339293,2168.2645832193593,2027.1885967945645,2033.5826845924994,1944.732375768912,2361.614626423524,2588.605409830149,2819.313959300648,3080.266011680352,2864.8820448459637,2327.72527131481,2014.888590652697,2042.5910882548685,2536.2537538946426,15.596434456888444,12.825541346117582,16.55674265123774,17.481422181081378,16.652008847107364,16.884290974617894,30.692381062190982,1
U1_195,-71.83853,44.814587,-79.77006999999999,-31.582924,-42.262170000000005,-16.09538,-26.557795000000002,10.568068499999999,14.918104999999999,14.974611999999999,4.0543493999999995,-0.6270296999999999,-1.4324557,5.193604,4.879155,7.21943,-2.923478,3.2418826000000003,-1.9282125,2.8659124,0.021100281318952863,-0.005240921056532442,-0.027140037103117704,-0.01064684295534465,-0.002970614819667976,0.00035816423552138235,2336.4493211564773,2313.653758194217,2496.591751224496,2811.635265175256,2555.584736898644,2308.8886443631727,2198.2049822639324,2208.8308523478845,2276.7598292451185,2493.0230110778743,2417.877670500177,2316.5711713877,2248.114070997717,2283.7102850469228,2317.996542979377,2855.0957506790746,3079.8517980390625,2657.0100459552827,2390.996818421753,2325.666673348952,17.048919326596998,13.046984033760538,18.57836169994661,18.32280817227378,17.910162343106318,16.669783888942312,30.385713274437908,1
U1_196,-127.45206999999999,35.044388,-85.51245,-45.426655,-51.000859999999996,-22.741474,-29.553513,10.711638,11.213938,16.09777,2.997802,-4.026804,-0.08424052,7.953174000000001,4.5127764,6.626057,-5.8821955,-0.008176365,-7.1017056,3.6340334000000003,-0.012001758165409914,0.010041591488460276,-0.0073414864767904625,-0.0041717645423171535,-0.011234924623934509,-0.004609699601885517,3316.4040818110643,3216.317088598119,2937.131876314961,2754.0415937622197,2698.583539753175,2549.751084939083,2330.59262046884,2285.1820841763465,3011.369477292515,3521.957131012265,3559.5692458959857,3629.14326612512,3500.5750771478442,3172.7154667193013,3041.1379300604835,3043.315504823628,3249.2505570482695,3210.782304617392,3121.494240147185,2607.452657663645,16.95789466213894,12.620579691667624,19.52629010893438,18.29641086437565,17.610697177621727,17.275772969217265,31.64455203506005,1
U1_210,-115.74519,38.855732,-78.5471,-42.017414,-49.723440000000004,-7.131092,-13.480603,14.666993,1.6817917000000002,-7.584559,-4.704347599999999,1.8022561000000001,-5.0708400000000005,-2.115988,-1.1328296999999998,1.1026717,-0.8208516,9.551401,1.3992915000000001,-1.4780138999999999,-0.013440768742805757,-0.005402426990643974,-0.034414298703958734,-0.009910011021742032,0.009938614749377435,-0.01381568760000933,2567.2410864244075,2370.846412580996,2032.5939654671436,1974.8189388866529,2323.8041521315304,2578.779947764043,2902.336241904702,3191.24668931264,3077.6833131043427,2764.8887775428657,2746.152138300245,3054.753470250849,3049.3623996578117,2608.745781530913,2247.593026125675,2603.3840045039333,2793.65732033105,2850.5664133279133,3033.081808317685,2991.624924628148,16.77027882228851,13.393767672729206,17.956800016810373,18.91419182840181,17.717126090126893,16.691077028309426,31.100475266975536,1
U1_213,-90.31111999999999,53.207294,-79.077965,-24.604647,-37.811504,-12.51413,-23.733929,4.962062400000001,6.9987506999999995,14.153654000000001,-5.704244999999999,-9.804291000000001,-6.887364999999999,-0.81390953,3.5697796000000004,5.1451597,-1.2123494,3.1240175,-9.593273,0.6881063000000001,-0.005847938727264196,-0.00280140431262117,0.020071820024100732,-0.05963000980601973,0.006407972143419069,-0.018684545922596125,2824.6073706661023,2691.60632892708,2508.706046125984,2459.255798067837,2708.9079008658337,2691.7914294099287,2385.8984830368954,2232.544068283135,2222.838737399712,2345.6413902420263,2489.259928673257,2468.7666061759273,2452.7480096889353,2483.3162849126143,2408.421385403136,2674.682981387381,2987.983335079516,3041.492697857517,2630.4545280200914,2423.1853273444844,17.53852469931584,13.861478975384125,16.724605316886052,18.454308673249386,17.771270169915677,16.48620287014781,31.23590870556912,1
U2_2,-97.02054,54.767254,-74.22592,-20.313368,-26.278340000000004,6.741471300000001,-3.4297663999999997,-0.7419748,-13.008855,-1.4624428,2.1520132999999997,0.037157428,-13.802792000000002,-11.648204,-4.7557116,4.0480943,-0.7296379,5.6698103,-7.7889266,-3.5638807,-0.007477564384249734,-0.011481279701270759,-0.05429680904523455,0.01506697908900187,-0.0036011518156028118,0.007922645246117651,2202.1186173598685,2218.8604273928554,2269.851748837706,2305.832948230317,2404.954577669102,2567.7635731038204,2742.759794556658,2845.804750202259,2625.2231341423435,2476.446928529257,2381.041575487175,2195.084851039379,2177.707255318901,2613.67262816669,3171.309852884042,3547.238574246741,3538.6315444109578,2981.394942021212,2510.8780994437057,2477.298637727409,17.367560977545562,10.874096846099693,15.300605211312284,18.155148256452428,17.476294430913132,17.49898496043812,30.90708645038229,2
U2_7,-92.900345,49.71678,-61.420303000000004,-21.551251999999998,-8.837507,12.385685,-18.205433,-6.122907,-13.3034315,7.776955,6.093416,-7.1114798,-14.118819,-5.3033323,-9.41354,-2.606425,-9.151236,-3.8286767,-1.4370551999999999,4.5509276,-0.010539995214266577,0.003910025394663011,0.004052230124842942,0.008199739687401106,0.007488460433368483,0.0016733526477012907,2741.263270761934,2755.260018881381,2694.223223109053,3070.619942351208,3137.101760442451,3276.2074040892644,3425.910407202,2997.2830345705925,2607.317852301023,2326.002997966103,2287.363594430675,2594.6015662583663,2775.493018856225,3090.838216723656,3652.7824634933363,3610.3206893529828,3175.559725124258,2766.5161575648076,2543.3563371013865,2609.437123168714,20.47090818981381,11.355255101551435,15.763328512003396,17.092267244954748,19.132182694865868,17.225133469492953,30.931872331222223,2
U2_8,-108.33827,42.333034999999995,-58.778404,-20.993585999999997,-0.67616564,17.27605,-14.588707000000001,-4.2850204000000005,-13.922157,9.296203,5.9034824,-10.281663,-13.82349,-6.435155,-9.858761,-1.5949646,-7.8837776,-4.165615600000001,-4.8683863,3.3611769999999996,0.008909895588032814,0.029246652407090862,-0.002588286225138593,0.003844983426146897,0.009777176956646408,0.002628284790178569,2706.2370096729787,2577.481430588774,2600.232988696898,2961.5331879292144,3122.6742151479084,3182.5668319109664,3022.562300912247,2568.872076207221,2346.4908168601096,2123.3231298928185,2305.7059273472023,2883.828214929505,3273.948142284436,3280.016656700069,3358.409903895525,3333.088030645916,3056.9698373055376,2753.9739462600423,2626.2887422896993,2795.479877449237,19.104779578534163,12.228145706477704,15.465459784833259,17.728209475656282,18.580300992152864,17.302435801399323,30.426573048443327,2
U2_9,-108.41354,31.742953999999997,-62.196909999999995,-17.391459,5.0586785999999995,20.193443,-20.798922,-1.1541435,-10.796648,6.5488935,-2.0179408,-16.135136,-7.837492999999999,-0.7233768,-12.498443,-0.34661663,-7.130051,-0.86224425,-11.1286125,-3.135041,0.007578076606324406,0.007726262530471409,-0.03426272077378923,-0.012184950298277071,0.0067848000633916215,0.0048811521017175395,3355.7527314348604,3755.901851936507,3902.039728807957,3856.486305887036,3571.680230031185,3187.688432247542,2835.120785243021,2820.833367543285,3274.1333496661678,3617.6123119607782,3911.3483008585526,4163.817324946031,3947.433421022292,3384.2588622447497,3083.4331186169165,3038.1823207702864,3220.5135207274648,3584.009363894075,3639.4838924602186,3646.997694409284,18.780770227708686,11.053513612284913,14.200778796918259,17.213975366753914,19.74713737835481,17.895003031646592,29.88334187081545,2
U2_10,-117.10351000000001,37.307297,-57.759147999999996,-2.2045796,6.0093966,18.733004,-17.9451,-0.6400384,-7.9675827,-0.0639477,-1.527825,-10.522003,-12.030564,-2.3501031,-12.062503999999999,-2.393231,-5.6515154999999995,-1.2550477,-10.048858000000001,-5.4443150000000005,-0.005115335845584802,0.012370391574005291,0.0035962451720369616,0.003515645005236552,0.01196834350030316,-0.002470461549986625,3195.753267193658,3237.6646489052223,3035.540244244935,2735.9129564251652,2674.8845830846403,3061.7151741496677,3500.487392490098,3767.451251477089,3727.6335900676945,3535.018119392188,3136.6202958393897,2776.2492379909936,2633.2371737224553,2797.0023097798303,3098.4564754121147,3255.7023314993803,3366.6290638989663,3180.656455077425,2708.730137644649,2400.473374629937,19.85635200203613,12.188707947678056,14.433823757128645,18.327488461692575,18.392070908782717,17.529661906043057,29.98279453760952,2
